platform,title,clean_item_label,item_id,price,sales_count,gross_amount,net_amount,avg_gross_per_sale,avg_net_per_sale,views,likes,status_or_category,first_date,last_date,first_offered_date,first_offered_basis,first_offered_confidence,recency_basis,grain,source_page,source_file,imported_at
ManyVids,Rose Quartz in my Fat Pussy,Rose Quartz in my Fat Pussy,2855871,15.99,14,221.47,132.88,15.82,9.49,1887.0,39.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Rides Your Face and Cock POV,BBW Rides Your Face and Cock POV,2835213,13.99,70,786.6,471.96,11.24,6.74,2878.0,102.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Sucks and Fucks in the Sun,BBW Sucks and Fucks in the Sun,2820781,13.99,45,588.45,353.07,13.08,7.85,2265.0,60.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Video Chat with Horny GF Vertical Vid,Video Chat with Horny GF Vertical Vid,2798701,11.99,13,119.87,71.92,9.22,5.53,1472.0,21.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Striptease and Lapdance POV,BBW Striptease and Lapdance POV,2770478,11.99,39,467.62,280.57,11.99,7.19,2059.0,46.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Chat Gets Me Hot,Fat Chat Gets Me Hot,2770390,11.99,52,519.48,311.69,9.99,5.99,2353.0,38.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Creampie My Fat Creamy Pussy,Creampie My Fat Creamy Pussy,2770353,16.99,46,691.48,414.89,15.03,9.02,2260.0,55.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Body Jiggles in the Pool,BBW Body Jiggles in the Pool,2729699,13.99,16,211.83,127.1,13.24,7.94,2015.0,33.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Stroke and Cum with a Fatty,Stroke and Cum with a Fatty,2714998,11.99,14,161.87,97.12,11.56,6.94,1587.0,29.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Shower Hookup w/ Slutty Airbnb Guest,Shower Hookup w/ Slutty Airbnb Guest,2696602,11.99,49,457.92,274.75,9.35,5.61,2086.0,32.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Messy Fat Belly Play with Persimmon,Messy Fat Belly Play with Persimmon,2696123,15.99,5,79.95,47.97,15.99,9.59,1243.0,13.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Gives Smoky BJ and Vibes Fat Pussy,BBW Gives Smoky BJ and Vibes Fat Pussy,2654887,12.99,12,153.93,92.36,12.83,7.7,1682.0,23.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Cum Shot on My Fat Droopy Tits,Cum Shot on My Fat Droopy Tits,2606879,14.99,2,29.98,17.99,14.99,8.99,1803.0,40.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Your Cum Makes Me Gain,Your Cum Makes Me Gain,2577728,11.99,31,369.88,221.93,11.93,7.16,2978.0,59.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Chubby Pussy Fucked with a Glass Toy,Chubby Pussy Fucked with a Glass Toy,2534497,7.99,12,95.88,57.53,7.99,4.79,1496.0,21.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Red Satin Shorts Fat Booty Worship,Red Satin Shorts Fat Booty Worship,2505316,6.99,31,215.63,129.38,6.96,4.17,1894.0,48.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Vibing My Fat Pussy in the Bath,Vibing My Fat Pussy in the Bath,2486125,14.99,11,162.63,97.58,14.78,8.87,1738.0,26.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Ass Clapping and Dildo Riding BBW,Fat Ass Clapping and Dildo Riding BBW,2470292,10.99,46,500.58,300.35,10.88,6.53,2412.0,42.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Body Bouncing and Jiggling,BBW Body Bouncing and Jiggling,2426719,9.99,23,229.77,137.86,9.99,5.99,2442.0,42.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Pussy Play w/ JOI and Cum Countdown,Fat Pussy Play w/ JOI and Cum Countdown,2410748,8.99,25,215.75,129.45,8.63,5.18,2202.0,54.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Soft Belly BBW Stuffs Face with Pizza,Soft Belly BBW Stuffs Face with Pizza,2395332,14.99,21,307.28,184.37,14.63,8.78,2757.0,23.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Hot Fatty Fucks Dildo in the Shower,Hot Fatty Fucks Dildo in the Shower,2379936,10.99,40,419.8,251.88,10.5,6.3,2099.0,36.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Come Back to Bed POV Solo,Come Back to Bed POV Solo,2368360,10.99,106,1148.43,689.06,10.83,6.5,3423.0,71.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Ass Clapping in Slow Motion,Fat Ass Clapping in Slow Motion,2348091,9.99,5,49.95,29.97,9.99,5.99,1527.0,31.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Lady Sublime BBW Full Body Measurements,Lady Sublime BBW Full Body Measurements,2333816,8.99,28,241.37,144.82,8.62,5.17,6140.0,35.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Double BJ and Double Vaginal,BBW Double BJ and Double Vaginal,2315300,14.99,12,176.13,105.68,14.68,8.81,1762.0,17.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Spying On Your Sexy Fat Roomate,Spying On Your Sexy Fat Roomate,2301084,10.99,30,325.3,195.18,10.84,6.51,2009.0,24.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Catwalk in Bodystocking Dress,BBW Catwalk in Bodystocking Dress,2251182,7.99,29,227.72,136.63,7.85,4.71,2854.0,42.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Pussy Fucking with Chubby Little Toy,Fat Pussy Fucking with Chubby Little Toy,2235624,13.99,13,176.27,105.76,13.56,8.14,1761.0,24.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Oiled BBW Slides Naked on Air Mattress,Oiled BBW Slides Naked on Air Mattress,2222361,10.99,53,804.85,482.91,15.19,9.11,3072.0,71.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Nude Tights Fat Ass Worship,Nude Tights Fat Ass Worship,2221306,10.99,25,265.4,159.24,10.62,6.37,2517.0,37.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Tight Dress Fat Bouncing,Tight Dress Fat Bouncing,2189101,5.99,43,252.17,151.3,5.86,3.52,2663.0,37.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Twerking Ass & Dripping Chubby Pussy,Fat Twerking Ass & Dripping Chubby Pussy,2172935,11.99,24,285.37,171.22,11.89,7.13,2866.0,50.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Smoking and Sensual Fat Belly Rubbing,Smoking and Sensual Fat Belly Rubbing,2156403,8.99,10,86.75,52.05,8.68,5.21,2275.0,22.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Shower Hidden Camera,BBW Shower Hidden Camera,2140501,11.99,6,68.93,41.36,11.49,6.89,1732.0,13.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fattened Up For Master Part II,Fattened Up For Master Part II,2128669,19.99,27,749.73,449.84,27.77,16.66,1960.0,24.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Fucks and Sucks POV,BBW Fucks and Sucks POV,2122761,11.99,73,862.67,517.6,11.82,7.09,3363.0,56.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,400lb BBW Bounces On Your Cock,400lb BBW Bounces On Your Cock,2106305,7.99,73,570.07,342.04,7.81,4.69,2929.0,56.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Hot Fatty Stuffs Snack Cakes,Hot Fatty Stuffs Snack Cakes,2106297,14.99,16,236.08,141.65,14.76,8.85,2036.0,16.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fattened Up For Master,Fattened Up For Master,2093026,19.99,34,893.65,536.19,26.28,15.77,1911.0,27.0,Custom Vid,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Pussy Rubbing,Fat Pussy Rubbing,2060856,11.99,19,220.02,132.01,11.58,6.95,2629.0,41.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Stuffing My Fat Belly With Potato Chips,Stuffing My Fat Belly With Potato Chips,2037163,7.99,10,79.9,47.94,7.99,4.79,2792.0,20.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Trying On Clothes I'm Too Fat For,Trying On Clothes I'm Too Fat For,2018006,12.99,55,702.1,421.26,12.77,7.66,4604.0,51.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Flopping My Fat Around,Flopping My Fat Around,1968116,7.99,23,180.57,108.34,7.85,4.71,3029.0,35.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Begs for Your Cum on Her Hairy Pussy,BBW Begs for Your Cum on Her Hairy Pussy,1951103,5.99,43,248.87,149.32,5.79,3.47,2472.0,41.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,"Finger Sucking, Licking, and Spit Play","Finger Sucking, Licking, and Spit Play",1951089,3.99,8,31.92,19.15,3.99,2.39,2467.0,18.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Slow Motion Fat Belly Bouncing,Slow Motion Fat Belly Bouncing,1950024,5.99,30,174.6,104.76,5.82,3.49,4522.0,36.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Girl Pillow Grinding and Moaning,Fat Girl Pillow Grinding and Moaning,1934059,8.99,35,309.7,185.82,8.85,5.31,2534.0,53.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Gags and Drools While Sucking Dildo,BBW Gags and Drools While Sucking Dildo,1917704,5.99,11,65.88,39.53,5.99,3.59,2126.0,26.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fatty in the Shower,Fatty in the Shower,1918094,9.99,31,307.18,184.31,9.91,5.95,3824.0,29.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,4,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Stripper Gives You a Lapdance,Fat Stripper Gives You a Lapdance,1917637,10.99,40,435.2,261.12,10.88,6.53,2287.0,39.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Vibes Chubby Pussy Through Her Thong,BBW Vibes Chubby Pussy Through Her Thong,1900907,14.99,7,104.93,62.96,14.99,8.99,1704.0,32.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Titty Fucking and Sucking,Titty Fucking and Sucking,1892464,6.99,12,82.48,49.49,6.87,4.12,1757.0,33.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Rubbing Lotion on My Fat Tits and Belly,Rubbing Lotion on My Fat Tits and Belly,1885901,10.99,7,76.93,46.16,10.99,6.59,1607.0,21.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Covered in Oil - Full Nude Version,BBW Covered in Oil - Full Nude Version,1868202,7.99,66,520.13,312.08,7.88,4.73,5141.0,66.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Covered in Oil,BBW Covered in Oil,1868124,3.99,0,0.0,0.0,,,6005.0,157.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Catwalk and Belly Bouncing in Heels,BBW Catwalk and Belly Bouncing in Heels,1852791,7.99,51,404.28,242.57,7.93,4.76,3611.0,50.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat GF Gets Horny Watching Netflix,Fat GF Gets Horny Watching Netflix,1852689,14.99,27,402.48,241.49,14.91,8.94,2392.0,40.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Shaking her 65-inch Ass,BBW Shaking her 65-inch Ass,1852465,4.99,48,238.77,143.26,4.97,2.98,2933.0,52.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Peeping on My Camshow,Peeping on My Camshow,1841898,4.99,17,83.08,49.85,4.89,2.93,1479.0,13.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Gorgeous BBW Gets Naughty in the Bath,Gorgeous BBW Gets Naughty in the Bath,1841827,4.99,18,87.07,52.24,4.84,2.9,1993.0,23.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Sexy Fat Girl Binges 50 Chicken Wings,Sexy Fat Girl Binges 50 Chicken Wings,1841800,4.99,52,258.73,155.24,4.98,2.99,2970.0,23.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Cute BBW is Horny for You - Solo POV,Cute BBW is Horny for You - Solo POV,1841610,4.99,115,569.1,341.46,4.95,2.97,3852.0,71.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Chubby Hairy Pussy Play,Chubby Hairy Pussy Play,1841440,4.99,65,320.85,192.51,4.94,2.96,3329.0,55.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Oiled-Up BBW Bounces Fat for You,Oiled-Up BBW Bounces Fat for You,1841495,4.99,127,626.48,375.89,4.93,2.96,4927.0,95.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Touring My Fat Jiggly Body,Touring My Fat Jiggly Body,1840854,4.99,75,369.25,221.55,4.92,2.95,4177.0,66.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Sexy BBW Begs for Your Cock,Sexy BBW Begs for Your Cock,1840768,4.99,89,441.87,265.12,4.96,2.98,4212.0,47.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Hitachi Makes My Fat Pussy Squirt,Hitachi Makes My Fat Pussy Squirt,1837953,4.99,60,297.15,178.29,4.95,2.97,2485.0,51.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Wants You to Stroke for Her Fat,BBW Wants You to Stroke for Her Fat,1801983,4.99,64,315.62,189.37,4.93,2.96,2592.0,48.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Cute Fatty Stuffs Powdered Donuts,Cute Fatty Stuffs Powdered Donuts,1837294,4.99,34,167.17,100.3,4.92,2.95,1847.0,15.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fatty Cums in Fishnet Dress,Fatty Cums in Fishnet Dress,1796316,4.99,17,84.08,50.45,4.95,2.97,1028.0,18.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Twerks and Fucks With Toy,BBW Twerks and Fucks With Toy,1829061,4.99,29,143.72,86.23,4.96,2.97,1818.0,28.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,"BBW Bouncing, Twerking, and Grinding","BBW Bouncing, Twerking, and Grinding",1831091,4.99,42,208.83,125.3,4.97,2.98,2539.0,41.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Squirts in Fishnet Stockings,BBW Squirts in Fishnet Stockings,1775753,4.99,14,69.87,41.92,4.99,2.99,1170.0,17.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fatty in Bikini Plays in Blow-Up Pool,Fatty in Bikini Plays in Blow-Up Pool,1796503,4.99,24,118.77,71.26,4.95,2.97,1965.0,23.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Creamy BBW Pussy Begs for Your Load,Creamy BBW Pussy Begs for Your Load,1829246,4.99,76,373.48,224.09,4.91,2.95,3158.0,63.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Obese GF Wants V-Day Dick,Obese GF Wants V-Day Dick,1796222,4.99,31,152.93,91.76,4.93,2.96,1791.0,29.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,65-inch BBW Ass Worship,65-inch BBW Ass Worship,1837437,4.99,53,260.72,156.43,4.92,2.95,2327.0,59.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,Fat Horny Housewife Cums and Rides Dildo,Fat Horny Housewife Cums and Rides Dildo,1788012,4.99,88,426.37,255.82,4.85,2.91,2366.0,52.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW in White Lace Fucks Purple Dildo,BBW in White Lace Fucks Purple Dildo,1790035,4.99,34,167.42,100.45,4.92,2.95,1749.0,21.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Pussy Squirts with Hitachi,BBW Pussy Squirts with Hitachi,1779780,4.99,20,99.8,59.88,4.99,2.99,1247.0,16.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
ManyVids,BBW Makes Her Hairy Pussy Cum,BBW Makes Her Hairy Pussy Cum,1796407,4.99,45,222.05,133.23,4.93,2.96,1812.0,37.0,Launched,,2026-07-05,,,,all-time content manager snapshot,supplemental all-time content manager rollup,5,outputs/master_content_list_sources/20260705T000921Z_manyvids_content_manager.csv,2026-07-04T20:09:39
