canonical_content_id,canonical_title,content_group,listed_platforms,priced_platforms,c4s_price,manyvids_price,curvage_price,modelcentro_price,min_price,max_price,price_spread,price_status,coverage_note,source_rows,source
Video 0098,Cover You In Cum POV,Video,"Clips4Sale, ModelCentro","C4S, MC Clipstore",$9.99,,,$8.99,8.99,9.99,1.0,Price spread,"Missing ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0257,Cum for My Fat Part 2,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$17.99,$16.99,,,16.99,17.99,1.0,Price spread,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0222,Fatter Than the Pictures,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$16.99,$15.99,,,15.99,16.99,1.0,Price spread,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0172,Little Black Dress SSBBW Catwalk,Video,"Clips4Sale, ManyVids","C4S, ManyVids",$17.99,$16.99,,,16.99,17.99,1.0,Price spread,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0068,Netflix and Chill,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$14.99,,$15.99,14.99,15.99,1.0,Price spread,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0210,Soapy and Dripping SSBBW in the Shower,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$16.99,$15.99,,,15.99,16.99,1.0,Price spread,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0168,SSBBW Black Bikini Catwalk in Heels,Video,"Clips4Sale, ManyVids","C4S, ManyVids",$15.99,$14.99,,,14.99,15.99,1.0,Price spread,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0238,SSBBW Oiled Up Jiggling and Bouncing,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$20.99,$19.99,,,19.99,20.99,1.0,Price spread,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0262,Voyeur Watches Me Get Ready,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$20.99,$21.99,,,20.99,21.99,1.0,Price spread,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0053,Weight on Your Chest,Video,"Clips4Sale, ModelCentro","C4S, MC Clipstore",$11.99,,,$10.99,10.99,11.99,1.0,Price spread,"Missing ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0264,After-Gym Stuffing,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$19.99,$19.99,$19.99,,19.99,19.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0114,Ass Clapping and Dildo Riding,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$10.99,$10.99,,$10.99,10.99,10.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0100,Ass Worship in Tights and Heels,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$10.99,$10.99,,$10.99,10.99,10.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0245,Belly Worship to Keep Your Job,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$15.99,$15.99,$15.99,,15.99,15.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0259,Boyfriend Gets Vored,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$21.99,$21.99,$21.99,,21.99,21.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0161,Burrito Binge,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$17.99,$17.99,,$17.99,17.99,17.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0271,Co-workers' Revenge: Cake Stuffing and Rapid Growth,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$27.99,$27.99,$27.99,,27.99,27.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0282,Diet Pills Gone Wrong,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$14.99,$14.99,$14.99,,14.99,14.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0285,Exercise After Gaining,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$27.99,$27.99,$27.99,,27.99,27.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0120,Fat Nut on My Tits,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$14.99,$14.99,,$14.99,14.99,14.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0078,Fat Stripper Gives You a Lapdance,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$10.99,$10.99,,$10.99,10.99,10.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0069,Fatty in the Shower,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$9.99,$9.99,,$9.99,9.99,9.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0275,Fitting My Fat Body,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$27.99,$27.99,$27.99,,27.99,27.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0082,Flopping My Fat Around,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$7.99,$7.99,,$7.99,7.99,7.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0107,Full Body Measurements,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$8.99,$8.99,,$8.99,8.99,8.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0240,Gaining SSBBW Makes Her Buttons Pop,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$14.99,$14.99,$14.99,,14.99,14.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0288,Gaining SSBBW Wants to Reach 600lbs,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$19.99,$19.99,$19.99,,19.99,19.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0281,Gassy Giantess Gobbles You Up,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$24.99,$24.99,$24.99,,24.99,24.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0279,Greedy SSBBW Stuffs Whole Thanksgiving Dinner,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$31.99,$31.99,$31.99,,31.99,31.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0102,Hot Pink Catwalk and Fat Bouncing,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$7.99,$7.99,,$7.99,7.99,7.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0276,Hungry Girlfriend Ignores You,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$15.99,$15.99,$15.99,,15.99,15.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0075,Lotion on My Tits and Belly,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$10.99,$10.99,,$10.99,10.99,10.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0258,Measurements and Weigh-In,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$34.99,$34.99,$34.99,,34.99,34.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0256,Mutual Gaining Fantasy,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$24.99,$24.99,$24.99,,24.99,24.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0116,Red Satin Shorts Fat Booty Worship,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$6.99,$6.99,,$6.99,6.99,6.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0252,Resist Temptation or Get Swallowed,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$24.99,$24.99,$24.99,,24.99,24.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0113,Sexy Body Bouncing and Jiggling,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$9.99,$9.99,,$9.99,9.99,9.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0121,Smoky BJ and Pussy Vibe,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$12.99,$12.99,,$12.99,12.99,12.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0250,Soda Chug and Burping,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$24.99,$24.99,$24.99,,24.99,24.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0110,Solo Shower Sex,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$10.99,$10.99,,$10.99,10.99,10.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0267,SSBBW Burps and Farts While Stuffing,Video,"Clips4Sale, Curvage, ManyVids","C4S, ManyVids, Curvage",$34.99,$34.99,$34.99,,34.99,34.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,3,private_content_mapping.csv
Video 0248,SSBBW Girlfriend Grows into 14-foot Giantess,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$21.99,$21.99,$21.99,,21.99,21.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0254,SSBBW Smokes After Thanksgiving Stuffing,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$29.99,$29.99,$29.99,,29.99,29.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0273,SSBBW Squashes You Under Ass and Feet,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$17.99,$17.99,$17.99,,17.99,17.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0284,Stuffed Girlfriend Gets Gassy,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$19.99,$19.99,$19.99,,19.99,19.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0241,Stuffing and Makeout POV,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$24.99,$24.99,$24.99,,24.99,24.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0111,Stuffing My Face With Pizza,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$14.99,$14.99,,$14.99,14.99,14.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0266,Stuffing Until I'm Stuck,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$28.99,$28.99,$28.99,,28.99,28.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0287,The Diet of a Gaining SSBBW,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$27.99,$27.99,$27.99,,27.99,27.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0269,Therapist Turns You Into a Feeder Part 2,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$24.99,$24.99,$24.99,,24.99,24.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0278,Therapist Turns You Into a Feeder Part 3,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$29.99,$29.99,$29.99,,29.99,29.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0097,Tight Dress Belly Bouncing,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$5.99,$5.99,,$5.99,5.99,5.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0106,Two Dicks One Pussy,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$14.99,$14.99,,$14.99,14.99,14.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0115,Vibing in the Bathtub,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$14.99,$14.99,,$14.99,14.99,14.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0119,Your Cum Makes Me Gain,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",$11.99,$11.99,,$11.99,11.99,11.99,0.0,Mostly aligned,Missing Curvage; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0235,Your Therapist Turns You Into a Feeder Part 1,Video,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",$24.99,$24.99,$24.99,,24.99,24.99,0.0,Mostly aligned,Missing MC Clipstore; OnlyFans omitted pending stronger title dedupe,4,private_content_mapping.csv
Video 0067,2020 Twerk,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$4.99,,$4.99,4.99,4.99,0.0,Partial coverage,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0090,400lbs Bouncing on Your Cock,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$7.99,,$7.99,7.99,7.99,0.0,Partial coverage,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0247,Anniversary Fuck POV,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$19.99,$19.99,,,19.99,19.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0074,Big Ass in Blue Jeans,Video,"Clips4Sale, ModelCentro","C4S, MC Clipstore",$12.99,,,$12.99,12.99,12.99,0.0,Partial coverage,"Missing ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0220,Bouncing My Oiled-Up Fat,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$15.99,$15.99,,,15.99,15.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0109,Come Back to Bed POV,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$10.99,,$10.99,10.99,10.99,0.0,Partial coverage,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0251,Cum for My Fat,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$16.99,$16.99,,,16.99,16.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0076,Cumming in my Panties,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$14.99,,$14.99,14.99,14.99,0.0,Partial coverage,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0277,Dorothy Returns to Oz POV,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$23.99,$23.99,,,23.99,23.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0265,Dripping Wet Strip Tease,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$21.99,$21.99,,,21.99,21.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0230,Fat Ass in Shiny Pants,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$12.99,$12.99,,,12.99,12.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0253,Fresh Squeezed Fruit Crush,Video,"Clips4Sale, Curvage, ModelCentro","C4S, Curvage",$21.99,,$21.99,,21.99,21.99,0.0,Partial coverage,"Missing ManyVids, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0101,Fucking a Little Chubby Toy,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$13.99,,$13.99,13.99,13.99,0.0,Partial coverage,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0290,Fucking Your Stuffed SSBBW Girlfriend POV,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$20.99,$20.99,,,20.99,20.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0215,Heavy Hanging Belly,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$13.99,$13.99,,,13.99,13.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0243,Hotel Concierge Fucking POV,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$17.99,$17.99,,,17.99,17.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0095,Huge Twerking Ass and Dripping Chubby Pussy,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$11.99,,$11.99,11.99,11.99,0.0,Partial coverage,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0231,Large Pizza and Fat Pussy,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$24.99,$24.99,,,24.99,24.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0221,Magical Belly Growth and Riding POV,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$22.99,$22.99,,,22.99,22.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0089,Manual Moaning Orgasm,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$11.99,,$11.99,11.99,11.99,0.0,Partial coverage,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0219,Messy Whipped Cream Tits,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$16.99,$16.99,,,16.99,16.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0209,Morning SSBBW Fuck POV Solo,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$16.99,$16.99,,,16.99,16.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0166,My Weight Gain Makes Me Wet,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$16.99,$16.99,,,16.99,16.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0198,Naked Fatty Tells You How to Stroke,Video,"Clips4Sale, ManyVids","C4S, ManyVids",$17.99,$17.99,,,17.99,17.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0270,Neighbor Gets Bred,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$20.99,$20.99,,,20.99,20.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0274,Pantyhose Pussy Licking and Toe Sucking,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$21.99,$21.99,,,21.99,21.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0092,POV Fucking and Sucking,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$11.99,,$11.99,11.99,11.99,0.0,Partial coverage,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0246,Secretly Watching Masturbation,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$14.99,$14.99,,,14.99,14.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0218,Seducing You Into Impregnation,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$16.99,$16.99,,,16.99,16.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0112,Sensual Pussy Play with JOI,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$8.99,,$8.99,8.99,8.99,0.0,Partial coverage,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0212,Sexy Soaking Fatty,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$16.99,$16.99,,,16.99,16.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0272,Smoking a cigarette in an outgrown shirt,Video,"Clips4Sale, Curvage, ModelCentro","C4S, Curvage",$18.99,,$18.99,,18.99,18.99,0.0,Partial coverage,"Missing ManyVids, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0105,Spying on Your Hot Roommate,Video,"ManyVids, ModelCentro","ManyVids, MC Clipstore",,$10.99,,$10.99,10.99,10.99,0.0,Partial coverage,"Missing C4S, Curvage; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0249,SSBBW Ex Wants to Get Pregnant,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$13.99,$13.99,,,13.99,13.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0167,SSBBW Giantess GFE,Video,"Clips4Sale, ManyVids","C4S, ManyVids",$16.99,$16.99,,,16.99,16.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0239,SSBBW Giantess Rubs Pussy on You,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$14.99,$14.99,,,14.99,14.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0214,SSBBW Jiggles Fat Thighs and Ass,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$15.99,$15.99,,,15.99,15.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0208,SSBBW Mrs Claus Lets You Eat Ass and Pussy,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$13.99,$13.99,,,13.99,13.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0263,SSBBW Rips Leggings and Fucks Pussy,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$19.99,$19.99,,,19.99,19.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0137,Struggling to Stand,Video,"Clips4Sale, ModelCentro","C4S, MC Clipstore",$10.99,,,$10.99,10.99,10.99,0.0,Partial coverage,"Missing ManyVids, Curvage; OnlyFans omitted pending stronger title dedupe",2,private_content_mapping.csv
Video 0286,Stuffed and Horny,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$36.99,$36.99,,,36.99,36.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0261,Wife Wants to Stop Gaining the Reboot,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$21.99,$21.99,,,21.99,21.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
Video 0268,Work Meeting Masturbation,Video,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",$21.99,$21.99,,,21.99,21.99,0.0,Partial coverage,"Missing Curvage, MC Clipstore; OnlyFans omitted pending stronger title dedupe",3,private_content_mapping.csv
