platform,surface,item_id,label,canonical_content_id,canonical_title,content_group,mapping_status,first_date,last_date,first_offered_date,first_offered_basis,first_offered_confidence,recency_basis,grain,sales,gross,net,source_file
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-13,2026-05-13,2026-05-13,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-13,2026-05-13,2026-05-13,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-12,2026-05-12,2026-05-12,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-12,2026-05-12,2026-05-12,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-12,2026-05-12,2026-05-12,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-12,2026-05-12,2026-05-12,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-12,2026-05-12,2026-05-12,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-12,2026-05-12,2026-05-12,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-11,2026-05-11,2026-05-11,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-11,2026-05-11,2026-05-11,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-11,2026-05-11,2026-05-11,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-11,2026-05-11,2026-05-11,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-11,2026-05-11,2026-05-11,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-10,2026-05-10,2026-05-10,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-10,2026-05-10,2026-05-10,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-10,2026-05-10,2026-05-10,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-10,2026-05-10,2026-05-10,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-10,2026-05-10,2026-05-10,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,12 Month Membership - Best Value!,unmapped:modelcentro:12-month-membership-best-value,12 Month Membership - Best Value!,,needs mapping,2026-05-09,2026-05-09,2026-05-09,sale date,low,sale date,canonical transaction row,1.0,156.0,105.3,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Creampie My Pussy,Video 0126,Creampie My Pussy,Video,mapped,2026-05-09,2026-05-09,2021-03-25,master content release date,high,sale date,canonical transaction row,1.0,14.99,10.11,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-09,2026-05-09,2026-05-09,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-09,2026-05-09,2026-05-09,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-08,2026-05-08,2026-05-08,sale date,low,sale date,canonical transaction row,1.0,-19.99,-13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-08,2026-05-08,2026-05-08,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-08,2026-05-08,2026-05-08,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-08,2026-05-08,2026-05-08,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-08,2026-05-08,2026-05-08,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,1 Month Membership,unmapped:modelcentro:1-month-membership,1 Month Membership,,needs mapping,2026-05-08,2026-05-08,2026-05-08,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-08,2026-05-08,2026-05-08,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-08,2026-05-08,2026-05-08,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,4.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,4.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-07,2026-05-07,2026-05-07,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-06,2026-05-06,2026-05-06,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-06,2026-05-06,2026-05-06,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-06,2026-05-06,2026-05-06,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-06,2026-05-06,2026-05-06,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-06,2026-05-06,2026-05-06,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-06,2026-05-06,2026-05-06,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-06,2026-05-06,2026-05-06,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-05,2026-05-05,2026-05-05,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-05,2026-05-05,2026-05-05,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-05,2026-05-05,2026-05-05,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-05,2026-05-05,2026-05-05,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-04,2026-05-04,2026-05-04,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-04,2026-05-04,2026-05-04,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-04,2026-05-04,2026-05-04,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-04,2026-05-04,2026-05-04,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-04,2026-05-04,2026-05-04,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-03,2026-05-03,2026-05-03,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-03,2026-05-03,2026-05-03,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-03,2026-05-03,2026-05-03,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-03,2026-05-03,2026-05-03,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-03,2026-05-03,2026-05-03,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-03,2026-05-03,2026-05-03,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-03,2026-05-03,2026-05-03,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-03,2026-05-03,2026-05-03,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-03,2026-05-03,2026-05-03,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-02,2026-05-02,2026-05-02,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,1 Month Membership,unmapped:modelcentro:1-month-membership,1 Month Membership,,needs mapping,2026-05-02,2026-05-02,2026-05-02,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-02,2026-05-02,2026-05-02,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,1 Month Membership,unmapped:modelcentro:1-month-membership,1 Month Membership,,needs mapping,2026-05-02,2026-05-02,2026-05-02,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-02,2026-05-02,2026-05-02,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-02,2026-05-02,2026-05-02,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-02,2026-05-02,2026-05-02,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-02,2026-05-02,2026-05-02,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-01,2026-05-01,2026-05-01,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-01,2026-05-01,2026-05-01,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-01,2026-05-01,2026-05-01,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-01,2026-05-01,2026-05-01,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-01,2026-05-01,2026-05-01,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-01,2026-05-01,2026-05-01,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-01,2026-05-01,2026-05-01,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-01,2026-05-01,2026-05-01,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-05-01,2026-05-01,2026-05-01,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-30,2026-04-30,2026-04-30,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-30,2026-04-30,2026-04-30,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-30,2026-04-30,2026-04-30,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-30,2026-04-30,2026-04-30,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-30,2026-04-30,2026-04-30,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-29,2026-04-29,2026-04-29,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-28,2026-04-28,2026-04-28,sale date,low,sale date,canonical transaction row,1.0,19.99,4.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-28,2026-04-28,2026-04-28,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-28,2026-04-28,2026-04-28,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
ModelCentro,ModelCentro transaction,,Full site access!,unmapped:modelcentro:full-site-access,Full site access!,,needs mapping,2026-04-27,2026-04-27,2026-04-27,sale date,low,sale date,canonical transaction row,1.0,19.99,13.49,2026-06-11_18-11-15_modelcentro_transactions.csv
